id_proposta;cpf_hash;data_proposta;cidade;uf;regiao;estado_civil;idade;profissao;canal_origem;tipo_imovel;renda_mensal;valor_imovel;valor_financiado;entrada;ltv;score_credito;atrasos_anteriores;divida_total;comprometimento_renda;possui_fgts;tempo_relacionamento_banco_meses;num_consultas_credito_90d;lead_score_marketing;aprovado_pre_analise;valor_parcela_estimado;prazo_meses;taxa_juros_anual;dias_ate_contato;qtd_interacoes_comercial;contratou;status_final;data_contratacao
PROP_003563;CPF_349688_03563;2025-02-05;Fortaleza;CE;Nordeste;Solteiro;28;CLT;Indicação;Apartamento;8614.33;386152.96;309529.51;76623.44;0.8016;571;1;30363.35;0.148;1;58;4;36;1;3059.16;240;10.35;0;3;0;Desistiu;
PROP_003564;CPF_328533_03564;2025-10-12;Salvador;BA;Nordeste;Casado;37;Empresário;Agência;Casa;6420.14;352700.59;206314.46;146386.13;0.585;446;0;0;0.001;0;46;0;36;0;1978.69;240;9.91;6;4;0;Em análise;
PROP_003565;CPF_447293_03565;2025-09-18;Manaus;AM;Norte;Casado;49;Empresário;Campanha digital;Apartamento;4436.02;248913.88;188146.04;60767.85;0.7559;698;0;9367.38;0.0893;0;10;1;59;1;1973.26;300;11.94;8;4;0;Desistiu;
PROP_003566;CPF_569789_03566;2025-06-09;Santos;SP;Sudeste;Divorciado;55;CLT;Campanha digital;Apartamento;18666.64;587453.81;381322.96;206130.85;0.6491;536;0;45541.9;0.1023;0;29;1;51;0;4451.2;240;12.94;15;3;0;Perdido - crédito;
PROP_003567;CPF_851829_03567;2025-06-26;Fortaleza;CE;Nordeste;Divorciado;37;Autônomo;Indicação;Casa;11879.21;339077.8;264471.51;74606.29;0.78;551;3;14941.4;0.0531;0;6;0;60;0;2953.75;420;13.27;0;9;0;Desistiu;
PROP_003568;CPF_837458_03568;2025-11-13;São Paulo;SP;Sudeste;União estável;35;Autônomo;Orgânico;Casa;3801.76;244002.43;202998.82;41003.61;0.832;579;0;1722.45;0.0205;0;8;3;72;1;1547.65;420;8.71;1;4;0;Em análise;
PROP_003569;CPF_138635_03569;2025-08-31;Goiânia;GO;Centro-Oeste;Divorciado;42;CLT;Orgânico;Terreno;11942.0;395147.13;304026.96;91120.17;0.7694;735;0;0;0.0008;1;2;5;63;1;2607.83;300;9.27;0;9;0;Em análise;
PROP_003570;CPF_904634_03570;2025-03-30;Campinas;SP;Sudeste;União estável;31;Autônomo;Campanha digital;Apartamento;4429.05;430212.16;373510.81;56701.35;0.8682;258;8;10357.77;0.1;0;55;3;39;0;4102.63;420;13.04;5;9;0;Perdido - preço;
PROP_003571;CPF_675304_03571;2025-12-26;Goiânia;GO;Centro-Oeste;Casado;44;Empresário;Campanha digital;Apartamento;15902.76;341548.94;225950.05;115598.9;0.6615;627;0;10280.78;0.0274;0;17;3;42;1;2348.1;300;11.81;2;5;0;Em análise;
PROP_003572;CPF_332572_03572;2025-04-08;Rio de Janeiro;RJ;Sudeste;Solteiro;25;CLT;Orgânico;Casa;4579.13;222569.97;163047.11;59522.86;0.7326;513;0;0;0.0011;1;40;8;57;0;1984.25;420;14.51;11;2;0;Desistiu;
PROP_003573;CPF_591922_03573;2025-09-12;Recife;PE;Nordeste;Casado;45;Autônomo;Campanha digital;Casa;4507.99;262952.89;171905.18;91047.7;0.6537;341;1;0;0.0012;0;55;2;55;0;1811.82;300;12.01;7;5;0;Perdido - crédito;
PROP_003574;CPF_154941_03574;2025-11-03;Belém;PA;Norte;Casado;29;CLT;Campanha digital;Casa;5947.87;233262.65;208434.77;24827.88;0.8936;310;10;8744.54;0.0623;1;35;1;58;0;1874.98;300;9.87;2;0;0;Desistiu;
PROP_003575;CPF_330307_03575;2025-11-21;Manaus;AM;Norte;União estável;50;Autônomo;Campanha digital;Terreno;8751.77;251985.36;198109.85;53875.51;0.7862;522;1;57766.3;0.2757;0;3;2;42;0;2149.76;360;12.73;1;4;0;Desistiu;
PROP_003576;CPF_741158_03576;2025-07-06;Fortaleza;CE;Nordeste;Casado;49;Autônomo;Indicação;Casa;5789.67;285395.49;202529.8;82865.69;0.7096;407;1;0;0.0011;0;12;4;100;0;2436.56;240;13.44;2;1;0;Perdido - crédito;
PROP_003577;CPF_422470_03577;2025-04-04;Porto Alegre;RS;Sul;Divorciado;43;CLT;Correspondente;Casa;8895.7;343979.56;264436.16;79543.4;0.7688;595;3;0;0.0009;1;11;4;89;1;2727.4;420;12.2;3;8;0;Perdido - preço;
PROP_003578;CPF_718170_03578;2025-04-02;Fortaleza;CE;Nordeste;Solteiro;34;CLT;Orgânico;Apartamento;4772.3;181819.38;130737.42;51081.96;0.7191;422;1;7565.1;0.0669;1;76;2;36;0;1270.32;240;10.1;3;3;0;Perdido - preço;
PROP_003579;CPF_354299_03579;2025-03-27;São José dos Campos;SP;Sudeste;Solteiro;26;CLT;Campanha digital;Apartamento;48388.02;630888.42;420973.81;209914.6;0.6673;881;1;75254.75;0.0651;1;13;4;54;1;4051.34;240;9.96;3;1;0;Desistiu;
PROP_003580;CPF_217417_03580;2025-01-03;Santos;SP;Sudeste;Solteiro;38;CLT;Campanha digital;Apartamento;6498.65;353925.99;233785.96;120140.03;0.6606;516;1;94424.27;0.6065;1;77;3;64;0;2177.38;300;10.32;0;3;0;Perdido - crédito;
PROP_003581;CPF_921809_03581;2025-07-29;Florianópolis;SC;Sul;Solteiro;37;Autônomo;Correspondente;Apartamento;4051.73;384138.88;298616.6;85522.28;0.7774;714;0;3558.89;0.0389;0;13;4;77;1;3392.22;360;13.38;3;6;1;Contratado;2025-09-01
PROP_003582;CPF_375806_03582;2025-09-25;Fortaleza;CE;Nordeste;Solteiro;23;CLT;Correspondente;Casa;22020.27;277371.08;182439.2;94931.88;0.6577;702;0;0;0.0003;1;130;2;91;1;1456.29;420;9.19;10;4;1;Contratado;2025-10-13
PROP_003583;CPF_693512_03583;2025-12-13;Fortaleza;CE;Nordeste;Solteiro;21;CLT;Orgânico;Apartamento;5623.28;214076.4;178023.36;36053.04;0.8316;566;0;0;0.001;0;54;2;53;1;1549.52;420;10.14;4;5;0;Sem retorno;
PROP_003584;CPF_829275_03584;2025-10-11;Fortaleza;CE;Nordeste;Divorciado;21;Servidor público;Orgânico;Casa;3717.98;457261.26;354898.06;102363.2;0.7761;514;8;1114.89;0.0154;0;173;0;73;0;4269.78;360;14.23;12;1;0;Sem retorno;
PROP_003585;CPF_886349_03585;2025-04-14;Interior MG;MG;Sudeste;Solteiro;53;Autônomo;Orgânico;Apartamento;6240.14;162458.96;105365.43;57093.53;0.6486;641;0;1377.31;0.0097;1;6;1;90;1;1193.39;240;12.45;1;3;0;Em análise;
PROP_003586;CPF_113381_03586;2025-03-07;Curitiba;PR;Sul;Casado;37;CLT;Campanha digital;Casa;13631.6;187248.13;162081.35;25166.78;0.8656;295;10;68859.0;0.2108;1;1;6;32;0;1397.29;360;9.79;0;6;0;Desistiu;
PROP_003587;CPF_580376_03587;2025-04-20;Belém;PA;Norte;Solteiro;60;CLT;Orgânico;Apartamento;2826.21;177428.48;138700.1;38728.38;0.7817;620;0;21966.83;0.3254;1;15;6;68;1;1503.02;300;12.41;7;3;0;Sem retorno;
PROP_003588;CPF_353064_03588;2025-05-08;Interior BA;BA;Nordeste;Solteiro;37;Autônomo;Campanha digital;Terreno;9137.57;235638.44;161248.44;74390.01;0.6843;467;3;13213.62;0.0608;0;66;1;42;0;1723.44;420;12.67;3;5;0;Desistiu;
PROP_003589;CPF_835118_03589;2025-02-06;Brasília;DF;Centro-Oeste;Divorciado;25;Servidor público;Indicação;Apartamento;42679.6;641346.26;461296.33;180049.93;0.7193;622;6;315687.17;0.3085;1;37;1;87;0;5278.15;420;13.61;4;1;0;Sem retorno;
PROP_003590;CPF_913772_03590;2025-02-02;Rio de Janeiro;RJ;Sudeste;Casado;39;CLT;Orgânico;Casa;5271.17;243646.81;155421.85;88224.95;0.6379;560;1;18711.81;0.1488;1;52;1;50;0;1595.1;360;11.97;7;4;0;Perdido - crédito;
PROP_003591;CPF_145753_03591;2025-05-30;Fortaleza;CE;Nordeste;Solteiro;51;CLT;Campanha digital;Casa;4236.25;775136.63;514429.78;260706.85;0.6637;654;1;16697.17;0.1679;1;17;2;60;1;5120.29;300;11.21;6;3;0;Em análise;
PROP_003592;CPF_566511_03592;2025-10-19;Goiânia;GO;Centro-Oeste;União estável;32;CLT;Indicação;Casa;7441.4;317920.0;192802.19;125117.82;0.6064;639;1;0;0.0008;1;5;2;52;1;2048.13;240;11.44;2;2;0;Em análise;
PROP_003593;CPF_375131_03593;2025-05-24;Manaus;AM;Norte;Divorciado;48;Autônomo;Campanha digital;Terreno;14432.29;450709.34;320760.0;129949.34;0.7117;642;0;5226.61;0.0158;0;55;2;47;1;3366.48;300;11.95;1;2;0;Sem retorno;
PROP_003594;CPF_218175_03594;2025-05-05;Goiânia;GO;Centro-Oeste;Casado;49;CLT;Campanha digital;Apartamento;13496.43;305758.75;250775.28;54983.47;0.8202;601;0;17336.59;0.0541;0;48;0;37;1;2217.47;420;10.32;3;3;0;Perdido - crédito;
PROP_003595;CPF_168249_03595;2025-04-20;São José dos Campos;SP;Sudeste;Casado;43;CLT;Agência;Casa;16577.27;332826.87;261052.82;71774.05;0.7844;738;0;19297.93;0.049;1;51;5;19;1;3016.85;360;13.63;1;5;1;Contratado;2025-05-14
PROP_003596;CPF_719961_03596;2025-11-01;Interior BA;BA;Nordeste;Casado;38;Servidor público;Campanha digital;Casa;2947.89;256041.02;167066.16;88974.86;0.6525;799;0;409.4;0.0075;0;26;1;60;1;1939.48;240;12.85;1;7;0;Perdido - preço;
PROP_003597;CPF_742407_03597;2025-04-17;Interior SP;SP;Sudeste;Casado;53;Autônomo;Correspondente;Apartamento;12265.97;203871.95;145835.95;58036.0;0.7153;273;10;58703.19;0.1998;1;50;3;65;0;1391.92;240;9.84;13;7;0;Desistiu;
PROP_003598;CPF_879250_03598;2025-08-28;Porto Alegre;RS;Sul;União estável;21;Autônomo;Campanha digital;Apartamento;6972.72;252193.55;172667.02;79526.53;0.6847;582;0;144992.43;0.8672;0;85;2;48;0;2045.11;240;13.18;0;5;0;Perdido - crédito;
PROP_003599;CPF_724356_03599;2025-05-30;Interior MG;MG;Sudeste;Casado;44;Aposentado;Campanha digital;Casa;3921.9;142118.03;122360.49;19757.53;0.861;540;4;4451.24;0.0482;0;11;8;24;0;1283.87;240;11.25;7;1;0;Perdido - preço;
PROP_003600;CPF_265597_03600;2025-06-18;São José dos Campos;SP;Sudeste;Divorciado;36;Aposentado;Orgânico;Casa;7047.97;335714.16;280817.94;54896.23;0.8365;497;0;4223.24;0.0262;0;53;1;49;0;2885.28;300;11.65;4;6;0;Em análise;
PROP_003601;CPF_614466_03601;2025-06-29;Goiânia;GO;Centro-Oeste;Solteiro;42;CLT;Indicação;Apartamento;7908.87;211851.43;160507.71;51343.73;0.7576;457;3;25107.83;0.1329;1;9;6;43;0;1967.83;300;14.29;3;7;0;Em análise;
PROP_003602;CPF_518901_03602;2025-03-03;Belém;PA;Norte;Casado;21;Autônomo;Orgânico;Apartamento;11228.67;351518.82;303993.14;47525.68;0.8648;250;8;3985.58;0.0156;1;90;2;69;0;2534.53;420;9.66;7;1;0;Desistiu;
PROP_003603;CPF_127918_03603;2025-09-22;Manaus;AM;Norte;Casado;38;Empresário;Indicação;Terreno;3271.77;281201.17;182367.11;98834.06;0.6485;554;0;14556.42;0.1871;0;7;2;70;0;2018.2;240;12.08;7;1;0;Desistiu;
PROP_003604;CPF_440272_03604;2025-10-23;Belém;PA;Norte;Solteiro;35;Empresário;Correspondente;Apartamento;35400.41;317975.05;183213.04;134762.0;0.5762;899;0;3079.26;0.0038;0;100;2;82;1;1541.46;420;9.76;0;2;0;Perdido - preço;
PROP_003605;CPF_569134_03605;2025-03-09;Interior SP;SP;Sudeste;Casado;29;CLT;Correspondente;Apartamento;7795.95;304318.75;247144.54;57174.22;0.8121;606;2;24973.14;0.1344;0;13;3;91;1;2194.88;420;10.37;4;6;0;Sem retorno;
PROP_003606;CPF_707178_03606;2025-06-05;Fortaleza;CE;Nordeste;Solteiro;46;CLT;Campanha digital;Casa;15603.19;706747.41;454989.65;251757.76;0.6438;533;0;9982.35;0.0275;1;38;0;66;0;4171.01;420;10.74;10;2;0;Em análise;
PROP_003607;CPF_670213_03607;2025-02-19;Rio de Janeiro;RJ;Sudeste;Solteiro;34;CLT;Campanha digital;Casa;32155.12;492269.91;344656.94;147612.97;0.7001;765;0;0;0.0003;0;61;0;58;1;3079.51;420;10.44;4;2;0;Perdido - preço;
PROP_003608;CPF_826174_03608;2025-10-17;Campinas;SP;Sudeste;Solteiro;21;CLT;Agência;Apartamento;12846.3;219216.86;163718.87;55497.99;0.7468;509;2;2446.69;0.0083;1;32;1;62;0;1396.18;420;9.91;0;5;0;Sem retorno;
PROP_003609;CPF_489358_03609;2025-04-30;São Paulo;SP;Sudeste;Casado;32;Autônomo;Campanha digital;Comercial;11726.59;1180826.64;754525.46;426301.18;0.639;541;4;3317.75;0.0138;0;16;2;44;0;8197.07;420;12.89;0;4;0;Sem retorno;
PROP_003610;CPF_245453_03610;2025-10-30;Fortaleza;CE;Nordeste;Divorciado;38;CLT;Indicação;Apartamento;8167.66;320335.51;195388.75;124946.76;0.61;612;1;9855.74;0.051;1;7;3;84;1;1572.88;420;9.28;1;3;0;Sem retorno;
PROP_003611;CPF_185530_03611;2025-06-09;Interior MG;MG;Sudeste;União estável;41;Empresário;Indicação;Terreno;7475.04;165099.69;137196.61;27903.08;0.831;438;0;37219.31;0.208;1;30;2;45;0;1454.33;420;12.56;1;2;0;Sem retorno;
PROP_003612;CPF_803432_03612;2025-10-07;São José dos Campos;SP;Sudeste;Casado;39;Autônomo;Indicação;Casa;14122.89;450393.06;285472.08;164920.98;0.6338;701;0;646851.43;1.909;0;5;0;75;0;2790.9;240;10.19;1;2;0;Em análise;
PROP_003613;CPF_626218_03613;2025-06-08;Interior BA;BA;Nordeste;Solteiro;42;CLT;Agência;Apartamento;5552.07;120000;80326.76;39673.24;0.6694;589;3;0;0.0004;1;150;6;88;1;706.84;300;9.59;2;5;0;Em análise;
PROP_003614;CPF_466108_03614;2025-05-06;Florianópolis;SC;Sul;Casado;39;CLT;Agência;Casa;4613.64;382603.86;325399.52;57204.34;0.8505;621;1;3959.11;0.0379;1;109;0;21;1;3403.14;240;11.2;1;3;0;Sem retorno;
PROP_003615;CPF_122933_03615;2025-06-07;Interior BA;BA;Nordeste;Casado;37;CLT;Indicação;Apartamento;2783.26;291413.29;263258.62;28154.67;0.9034;250;5;6532.01;0.1007;0;9;0;46;0;2371.85;300;9.89;1;5;0;Sem retorno;
PROP_003616;CPF_587685_03616;2025-05-05;Fortaleza;CE;Nordeste;Casado;47;Autônomo;Orgânico;Casa;10296.62;255249.41;159620.27;95629.14;0.6254;871;0;0;0.0005;0;1;2;51;1;1343.34;360;9.51;2;4;0;Desistiu;
PROP_003617;CPF_256182_03617;2025-09-28;Rio de Janeiro;RJ;Sudeste;Solteiro;21;Aposentado;Orgânico;Apartamento;26505.5;744663.53;390214.38;354449.15;0.524;696;0;95019.27;0.1498;0;4;1;56;1;3974.79;360;11.87;4;4;1;Contratado;2025-10-01
PROP_003618;CPF_899482_03618;2025-03-31;Porto Alegre;RS;Sul;Casado;33;CLT;Correspondente;Casa;4444.07;143607.65;100953.34;42654.31;0.703;595;0;54208.79;0.5089;1;62;1;74;1;1166.96;240;12.78;1;6;0;Sem retorno;
PROP_003619;CPF_781194_03619;2025-06-05;Florianópolis;SC;Sul;Solteiro;38;CLT;Agência;Apartamento;7219.85;267479.07;181302.38;86176.69;0.6778;658;0;14511.37;0.0845;1;93;10;37;1;1944.82;360;12.57;11;3;0;Em análise;
PROP_003620;CPF_686776_03620;2025-06-18;Recife;PE;Nordeste;Casado;47;Servidor público;Correspondente;Apartamento;21968.34;325676.98;165957.33;159719.66;0.5096;705;1;19093.23;0.0364;0;32;2;71;1;1511.07;420;10.66;4;0;0;Perdido - crédito;
PROP_003621;CPF_277434_03621;2025-03-30;Campinas;SP;Sudeste;Solteiro;33;CLT;Campanha digital;Casa;50542.32;509141.27;332228.61;176912.66;0.6525;743;3;0;0.0002;0;1;2;36;1;3261.3;240;10.25;0;4;0;Perdido - preço;
PROP_003622;CPF_876965_03622;2025-12-02;Interior SP;SP;Sudeste;Solteiro;31;CLT;Agência;Apartamento;4000.44;434907.66;350233.38;84674.28;0.8053;632;0;3959.32;0.0439;0;73;0;70;1;3282.95;240;9.58;0;4;0;Desistiu;
PROP_003623;CPF_389993_03623;2025-02-22;Interior MG;MG;Sudeste;Divorciado;49;Autônomo;Orgânico;Apartamento;3856.95;131719.79;102451.08;29268.71;0.7778;622;2;6203.53;0.0678;0;1;3;58;1;1114.13;360;12.76;1;6;0;Perdido - crédito;
PROP_003624;CPF_160183_03624;2025-06-14;Interior BA;BA;Nordeste;União estável;26;Empresário;Indicação;Apartamento;31756.26;282443.1;156564.01;125879.09;0.5543;693;2;132830.09;0.1744;0;3;2;85;1;1746.07;420;13.25;2;2;0;Perdido - crédito;
PROP_003625;CPF_973714_03625;2025-12-26;Belo Horizonte;MG;Sudeste;Casado;53;Autônomo;Correspondente;Casa;5256.13;750973.08;645869.7;105103.38;0.86;423;3;0;0.0038;1;53;2;100;0;7462.93;420;13.75;6;4;0;Em análise;
PROP_003626;CPF_690537_03626;2025-06-26;São José dos Campos;SP;Sudeste;Casado;21;CLT;Indicação;Casa;37193.26;308016.89;190685.25;117331.64;0.6191;820;2;242276.56;0.2716;0;10;4;71;1;2149.68;360;13.27;6;0;0;Em análise;
PROP_003627;CPF_885739_03627;2025-03-11;Rio de Janeiro;RJ;Sudeste;Solteiro;38;CLT;Indicação;Apartamento;3099.11;228323.66;195964.83;32358.83;0.8583;732;0;21066.28;0.2852;1;35;2;60;1;1705.68;420;10.14;0;6;0;Perdido - crédito;
PROP_003628;CPF_412649_03628;2025-02-11;Rio de Janeiro;RJ;Sudeste;Solteiro;52;CLT;Correspondente;Casa;23597.46;440979.53;245527.78;195451.75;0.5568;698;3;0;0.0003;0;158;0;47;1;2887.05;240;13.06;0;9;0;Sem retorno;
PROP_003629;CPF_961481_03629;2025-09-30;Rio de Janeiro;RJ;Sudeste;Casado;27;CLT;Correspondente;Apartamento;5841.83;262290.13;187144.77;75145.36;0.7135;398;2;0;0.001;1;18;1;55;0;1788.56;420;11.24;1;8;0;Desistiu;
PROP_003630;CPF_612580_03630;2025-06-23;Interior MG;MG;Sudeste;União estável;37;CLT;Orgânico;Apartamento;7868.82;578695.13;433347.0;145348.13;0.7488;569;0;0;0.0017;0;45;0;27;1;4389.0;300;11.45;13;4;0;Desistiu;
PROP_003631;CPF_569028_03631;2025-10-22;Porto Alegre;RS;Sul;Casado;42;CLT;Indicação;Comercial;3067.29;434453.31;377015.04;57438.26;0.8678;483;0;17269.93;0.2384;1;7;4;39;0;4383.72;360;13.72;1;2;0;Desistiu;
PROP_003632;CPF_902119_03632;2025-03-14;Rio de Janeiro;RJ;Sudeste;Solteiro;21;Empresário;Orgânico;Casa;5898.3;329961.64;274361.01;55600.63;0.8315;502;0;0;0.0014;0;44;4;42;0;2689.05;300;11.0;6;4;0;Em análise;
PROP_003633;CPF_470569_03633;2025-03-20;São Paulo;SP;Sudeste;Casado;21;Aposentado;Indicação;Casa;10788.41;923624.87;711105.15;212519.72;0.7699;666;0;7721.0;0.0318;0;2;4;43;1;7736.74;420;12.91;1;3;0;Sem retorno;
PROP_003634;CPF_845705_03634;2025-06-13;Belém;PA;Norte;Solteiro;41;CLT;Orgânico;Casa;6565.61;492983.64;391047.03;101936.61;0.7932;622;1;4562.45;0.0308;1;54;0;61;1;4234.65;300;12.4;8;2;1;Contratado;2025-07-23
PROP_003635;CPF_995982_03635;2025-12-29;Interior SP;SP;Sudeste;Casado;55;Autônomo;Campanha digital;Apartamento;9236.4;475154.08;355770.03;119384.05;0.7487;676;0;0;0.0012;0;46;1;64;1;3237.66;240;9.16;1;3;0;Perdido - preço;
PROP_003636;CPF_812474_03636;2025-10-16;Guarulhos;SP;Sudeste;União estável;43;CLT;Campanha digital;Casa;21063.43;556551.09;397535.82;159015.27;0.7143;634;1;72729.23;0.1444;1;20;1;56;1;4350.98;360;12.85;1;5;0;Desistiu;
PROP_003637;CPF_116464_03637;2025-08-18;Belo Horizonte;MG;Sudeste;Casado;46;CLT;Correspondente;Casa;5972.28;388169.89;330354.36;57815.53;0.8511;548;0;2779.15;0.0211;0;17;1;77;0;3373.23;420;12.07;10;2;0;Em análise;
PROP_003638;CPF_279758_03638;2025-11-06;Goiânia;GO;Centro-Oeste;Divorciado;50;Autônomo;Correspondente;Apartamento;17944.72;294724.18;224378.01;70346.18;0.7613;643;0;20676.12;0.0484;0;19;4;100;1;1997.95;300;9.74;4;3;0;Perdido - crédito;
PROP_003639;CPF_916463_03639;2025-10-29;Fortaleza;CE;Nordeste;Solteiro;43;CLT;Indicação;Apartamento;4772.31;538756.47;366655.54;172100.93;0.6806;471;3;5036.0;0.0463;0;23;2;54;0;3255.66;360;10.14;0;2;0;Perdido - preço;
PROP_003640;CPF_324915_03640;2025-12-24;Florianópolis;SC;Sul;Solteiro;49;Aposentado;Campanha digital;Casa;9449.18;556125.46;489270.21;66855.24;0.8798;544;6;0;0.0016;0;48;1;88;0;5931.98;240;13.57;3;3;0;Em análise;
PROP_003641;CPF_142474_03641;2025-02-13;Guarulhos;SP;Sudeste;Solteiro;31;Aposentado;Indicação;Apartamento;5969.63;566240.96;489920.13;76320.84;0.8652;720;0;24346.79;0.1724;0;70;0;79;1;5068.6;420;12.24;4;5;0;Em análise;
PROP_003642;CPF_205156_03642;2025-07-12;Rio de Janeiro;RJ;Sudeste;Casado;43;CLT;Campanha digital;Casa;9099.55;180483.03;142025.02;38458.01;0.7869;631;0;25998.46;0.1195;1;160;4;54;1;1612.51;300;13.1;0;0;0;Em análise;
PROP_003643;CPF_490182_03643;2025-08-10;Campinas;SP;Sudeste;Solteiro;38;CLT;Agência;Casa;22323.13;948274.75;610674.13;337600.62;0.644;704;1;143370.18;0.2684;0;4;1;46;1;5760.25;240;9.67;1;4;0;Em análise;
PROP_003644;CPF_154520_03644;2025-08-16;Interior SP;SP;Sudeste;Casado;45;CLT;Correspondente;Apartamento;19998.66;254469.82;142662.52;111807.3;0.5606;738;0;516559.82;1.0765;1;157;5;79;0;1373.89;240;9.97;2;7;0;Desistiu;
PROP_003645;CPF_584346_03645;2025-03-08;Campinas;SP;Sudeste;Solteiro;41;CLT;Correspondente;Casa;24151.77;410365.6;310094.84;100270.76;0.7557;447;6;10571.91;0.0186;1;52;3;40;0;3429.56;240;12.07;9;6;0;Perdido - preço;
PROP_003646;CPF_219074_03646;2025-05-10;Florianópolis;SC;Sul;Solteiro;52;CLT;Indicação;Casa;4681.15;259634.08;169997.15;89636.94;0.6548;429;0;0;0.0011;1;3;0;57;0;1919.12;360;13.29;0;1;0;Sem retorno;
PROP_003647;CPF_936395_03647;2025-09-19;Santos;SP;Sudeste;Casado;38;Servidor público;Correspondente;Apartamento;7485.07;425594.62;307522.25;118072.37;0.7226;611;3;15256.81;0.0862;0;36;4;76;1;2798.79;300;10.02;0;5;0;Em análise;
PROP_003648;CPF_471759_03648;2025-07-14;Salvador;BA;Nordeste;Casado;40;CLT;Correspondente;Casa;17288.03;276705.73;163642.29;113063.44;0.5914;632;0;31944.19;0.0773;0;15;4;82;1;1656.69;420;11.96;4;3;1;Contratado;2025-07-26
PROP_003649;CPF_980230_03649;2025-10-10;Porto Alegre;RS;Sul;Casado;45;Servidor público;Agência;Apartamento;3744.38;321995.14;211829.01;110166.13;0.6579;740;0;5672.84;0.0649;0;79;10;34;1;2315.14;360;12.83;4;6;0;Perdido - preço;
PROP_003650;CPF_913653_03650;2025-07-01;Porto Alegre;RS;Sul;Divorciado;31;Empresário;Correspondente;Apartamento;5920.34;282181.54;176898.19;105283.35;0.6269;772;0;32629.84;0.2306;0;2;6;55;1;1744.81;420;11.63;8;1;0;Desistiu;
PROP_003651;CPF_236743_03651;2025-09-06;Fortaleza;CE;Nordeste;Casado;32;CLT;Indicação;Apartamento;14098.15;518591.27;367006.24;151585.03;0.7077;545;0;11423.87;0.0346;1;52;3;100;0;3112.98;420;9.85;1;3;0;Perdido - preço;
PROP_003652;CPF_960237_03652;2025-12-11;Belém;PA;Norte;Casado;33;Autônomo;Campanha digital;Apartamento;5574.26;152514.47;108150.27;44364.2;0.7091;507;5;2069.56;0.0161;0;6;2;66;0;969.94;360;10.26;5;4;0;Em análise;
PROP_003653;CPF_978763_03653;2025-07-16;Porto Alegre;RS;Sul;Casado;38;CLT;Campanha digital;Apartamento;4212.42;814881.44;715426.7;99454.75;0.878;530;1;0;0.0052;1;8;2;51;0;6729.4;300;10.45;7;3;0;Perdido - preço;
PROP_003654;CPF_236946_03654;2025-07-28;Recife;PE;Nordeste;Solteiro;32;Autônomo;Correspondente;Apartamento;6004.36;271768.36;205164.3;66604.06;0.7549;390;5;2325.05;0.0172;0;92;3;47;0;2254.75;240;11.97;8;2;0;Perdido - preço;
PROP_003655;CPF_580839_03655;2025-09-17;Interior BA;BA;Nordeste;Solteiro;32;Servidor público;Campanha digital;Casa;4268.07;161469.58;131267.31;30202.26;0.813;597;1;0;0.0009;0;10;6;11;1;1326.03;360;11.76;13;6;0;Desistiu;
PROP_003656;CPF_679838_03656;2025-11-13;São Paulo;SP;Sudeste;União estável;21;CLT;Campanha digital;Casa;4481.2;568352.18;360013.24;208338.95;0.6334;573;0;6116.01;0.0593;1;20;3;72;1;3376.9;360;10.81;2;2;0;Sem retorno;
PROP_003657;CPF_589372_03657;2025-04-25;Brasília;DF;Centro-Oeste;Divorciado;35;CLT;Orgânico;Casa;7592.7;485143.06;298088.22;187054.83;0.6144;512;1;12290.25;0.0686;1;44;5;62;0;3584.17;420;14.33;0;2;0;Desistiu;
PROP_003658;CPF_563561_03658;2025-04-06;Interior BA;BA;Nordeste;Divorciado;41;CLT;Indicação;Terreno;3261.06;249875.75;201379.49;48496.26;0.8059;250;8;3289.57;0.0439;1;1;2;98;0;2482.85;300;14.38;9;8;0;Em análise;
PROP_003659;CPF_929044_03659;2025-05-27;Curitiba;PR;Sul;Divorciado;31;Autônomo;Campanha digital;Casa;8694.68;355367.02;256672.83;98694.19;0.7223;686;0;82971.48;0.3985;0;28;0;53;1;3036.42;240;13.16;11;4;0;Perdido - preço;
PROP_003660;CPF_192902_03660;2025-08-18;Guarulhos;SP;Sudeste;Casado;30;CLT;Campanha digital;Apartamento;21336.92;255408.82;192549.96;62858.85;0.7539;652;0;13470.43;0.0266;0;76;0;57;1;2066.5;300;12.27;0;7;1;Contratado;2025-09-29
PROP_003661;CPF_795713_03661;2025-07-22;Manaus;AM;Norte;Casado;48;Empresário;Correspondente;Comercial;17506.44;318086.23;193486.62;124599.61;0.6083;648;1;114070.75;0.2718;0;82;3;35;1;2345.86;240;13.57;1;3;0;Perdido - preço;
PROP_003662;CPF_293720_03662;2025-10-16;Interior MG;MG;Sudeste;Casado;49;CLT;Correspondente;Apartamento;7951.8;382125.07;264891.29;117233.78;0.6932;568;0;7806.85;0.0419;1;50;1;64;1;2267.07;420;9.95;1;7;0;Desistiu;
PROP_003663;CPF_878006_03663;2025-03-04;São Paulo;SP;Sudeste;Casado;24;CLT;Correspondente;Apartamento;7449.53;404905.09;344276.76;60628.33;0.8503;511;2;12917.87;0.0737;1;12;4;38;0;4226.82;360;14.54;2;3;0;Em análise;
